employee_id,name,designation,department,seniority_level,experience_years,qualification,join_date,state
EMP02608,Vyanjana Basak,Statistical Officer (SO),National Accounts Division (NAD),2,2.6,M.Tech Computer Science,2024-07-22,Rajasthan
EMP02609,Maanas Seshadri,Joint Director,State DES - Maharashtra,6,23.3,M.A. Economics,2003-11-05,Kerala
EMP02610,Anya Mukhopadhyay,Director General,State DES - Tamil Nadu,9,32.2,B.Sc. Statistics,1994-12-16,Chhattisgarh
EMP02611,Amaira Mukhopadhyay,Statistical Officer (SO),Data Informatics & Innovation Division (DIID),2,7.2,M.Sc. Mathematics,2019-12-10,Gujarat
EMP02612,Aarush Seth,Statistical Officer (SO),State DES - Karnataka,2,6.6,MBA,2020-04-07,Kerala
EMP02613,Harini Gupta,Assistant Director,State DES - Bihar,4,14.9,M.Tech Computer Science,2012-03-12,Odisha
EMP02614,Varsha Ahluwalia,Joint Director,Price Statistics Division (PSD),6,18.4,M.Sc. Data Science,2008-04-27,Kerala
EMP02615,Mitali Lata,Assistant Director,State DES - Bihar,4,6.8,M.A. Economics,2020-08-13,Jharkhand
EMP02616,Amaira Kant,Deputy Director,State DES - Uttar Pradesh,5,12.7,MBA,2014-11-09,Uttarakhand
EMP02617,Falak Gupta,Additional Director General,State DES - Bihar,8,22.8,M.Tech Computer Science,2004-04-12,Haryana
EMP02618,Zaitra De,Joint Director,Economic Census Division (ECD),6,18.8,MBA,2008-12-20,Andhra Pradesh
EMP02619,Timothy Chaudhary,Director,National Sample Survey Office (NSSO),7,26.5,MBA,2000-05-05,Rajasthan
EMP02620,Nikita Shroff,Joint Director,Central Statistics Office (CSO),6,15.4,B.Sc. Statistics,2011-06-27,Uttarakhand
EMP02621,Libni Murthy,Deputy Director,Social Statistics Division (SSD),5,14.1,M.Sc. Mathematics,2012-10-05,Andhra Pradesh
EMP02622,Eshana Gill,Joint Director,Data Informatics & Innovation Division (DIID),6,18.9,M.Tech Computer Science,2008-03-04,Odisha
EMP02623,Tejas Singh,Junior Statistical Officer (JSO),Economic Census Division (ECD),1,2.8,M.Sc. Mathematics,2024-06-25,Gujarat
EMP02624,Leela Dhar,Statistical Officer (SO),Data Informatics & Innovation Division (DIID),2,3.9,M.Sc. Statistics,2023-01-22,Punjab
EMP02625,Gaurika Mandal,Director General,Price Statistics Division (PSD),9,29.0,M.Sc. Mathematics,1997-02-10,Madhya Pradesh
EMP02626,Timothy Bhatti,Deputy Director,Central Statistics Office (CSO),5,11.1,PhD Statistics,2015-07-08,Uttarakhand
EMP02627,Varsha Mani,Additional Director General,State DES - Tamil Nadu,8,20.7,B.Sc. Statistics,2006-09-21,West Bengal
EMP02628,Vedhika Sandhu,Statistical Officer (SO),State DES - Maharashtra,2,5.5,M.A. Economics,2021-03-04,Uttar Pradesh
EMP02629,Nikita Kant,Director General,State DES - Maharashtra,9,27.4,M.Tech Computer Science,1999-03-07,Haryana
EMP02630,Siya Seth,Deputy Director,National Accounts Division (NAD),5,16.4,MBA,2010-08-09,Jharkhand
EMP02631,Parth Tripathi,Additional Director General,State DES - Uttar Pradesh,8,18.6,M.Sc. Data Science,2008-11-27,Uttar Pradesh
EMP02632,Vedhika Narayanan,Director General,Social Statistics Division (SSD),9,26.9,M.Sc. Mathematics,2000-08-15,Gujarat
EMP02633,Aahana Bhatt,Director,Social Statistics Division (SSD),7,19.8,MBA,2007-04-15,Rajasthan
EMP02634,Krish Joshi,Deputy Director,State DES - Tamil Nadu,5,18.1,B.Sc. Statistics,2008-03-27,Telangana
EMP02635,Aahana Rao,Statistical Officer (SO),Social Statistics Division (SSD),2,2.2,M.A. Economics,2024-11-02,Jharkhand
EMP02636,Mitali Narayanan,Senior Statistical Officer (SSO),State DES - Tamil Nadu,3,8.8,M.Sc. Mathematics,2018-02-10,Bihar
EMP02637,Darsh Bhatti,Additional Director General,Price Statistics Division (PSD),8,26.0,M.Sc. Statistics,2000-01-20,Madhya Pradesh
EMP02638,Anvi Chacko,Statistical Officer (SO),Price Statistics Division (PSD),2,7.4,MBA,2019-11-23,Jharkhand
EMP02639,Nikita Dani,Senior Statistical Officer (SSO),Price Statistics Division (PSD),3,13.1,M.Sc. Statistics,2013-07-20,Rajasthan
EMP02640,Neelima Sidhu,Senior Statistical Officer (SSO),Data Informatics & Innovation Division (DIID),3,9.2,M.Sc. Mathematics,2017-10-21,West Bengal
EMP02641,Darsh Bhasin,Additional Director General,Social Statistics Division (SSD),8,27.4,M.Sc. Mathematics,1999-10-12,Telangana
EMP02642,Jagvi Kapoor,Assistant Director,National Accounts Division (NAD),4,15.1,M.Sc. Mathematics,2011-11-23,Bihar
EMP02643,Timothy Seth,Additional Director General,State DES - Karnataka,8,20.7,M.Sc. Data Science,2006-10-20,Jharkhand
EMP02644,Darsh Nath,Deputy Director,State DES - Uttar Pradesh,5,12.6,M.Sc. Data Science,2014-04-05,Telangana
EMP02645,Yashvi De,Director,Social Statistics Division (SSD),7,16.0,B.Sc. Statistics,2010-07-03,Assam
EMP02646,Aarush Ahluwalia,Director General,Central Statistics Office (CSO),9,33.7,M.Sc. Mathematics,1993-10-16,Andhra Pradesh
EMP02647,Yatin Joshi,Director General,Price Statistics Division (PSD),9,31.7,MBA,1995-02-01,Maharashtra
EMP02648,Falak Joshi,Senior Statistical Officer (SSO),Social Statistics Division (SSD),3,8.0,M.Sc. Data Science,2018-11-18,Chhattisgarh
EMP02649,Dev Shroff,Statistical Officer (SO),State DES - Uttar Pradesh,2,8.7,MBA,2018-09-28,Kerala
EMP02650,Gaurika Mani,Director,Social Statistics Division (SSD),7,20.7,PhD Statistics,2006-03-05,Kerala
EMP02651,Viraj Rai,Senior Statistical Officer (SSO),National Accounts Division (NAD),3,5.4,B.Sc. Statistics,2021-10-10,Tamil Nadu
EMP02652,Gaurika Balasubramanian,Joint Director,State DES - Tamil Nadu,6,18.7,M.Sc. Mathematics,2008-03-24,Uttar Pradesh
EMP02653,Neelima Dara,Junior Statistical Officer (JSO),State DES - Karnataka,1,2.5,M.A. Economics,2024-06-21,Rajasthan
EMP02654,Charan Kapoor,Director,State DES - Tamil Nadu,7,17.9,PhD Statistics,2009-02-28,Gujarat
EMP02655,Jeet Joshi,Director General,Data Informatics & Innovation Division (DIID),9,22.7,PhD Statistics,2004-02-27,Kerala
EMP02656,Zaitra Nath,Additional Director General,Price Statistics Division (PSD),8,26.0,M.Tech Computer Science,2000-11-18,Tamil Nadu
EMP02657,Eshana Balasubramanian,Junior Statistical Officer (JSO),National Sample Survey Office (NSSO),1,4.6,M.Sc. Data Science,2022-03-13,Andhra Pradesh
EMP02658,Varsha Ahluwalia,Director General,State DES - Tamil Nadu,9,31.4,MBA,1995-10-27,Gujarat
EMP02659,Lakshit Dasgupta,Joint Director,Social Statistics Division (SSD),6,16.6,M.Tech Computer Science,2010-01-12,Assam
EMP02660,Eshana Borra,Statistical Officer (SO),State DES - Tamil Nadu,2,7.6,M.Sc. Statistics,2019-02-14,Telangana
EMP02661,Lakshit Krishnan,Statistical Officer (SO),State DES - Tamil Nadu,2,2.5,M.A. Economics,2024-07-09,Haryana
EMP02662,Amaira Bhasin,Statistical Officer (SO),Data Informatics & Innovation Division (DIID),2,6.0,M.Sc. Data Science,2020-06-15,Uttarakhand
EMP02663,Harini Dani,Joint Director,Central Statistics Office (CSO),6,21.7,PhD Statistics,2005-03-01,West Bengal
EMP02664,Gaurika Luthra,Director,State DES - Tamil Nadu,7,26.7,B.Sc. Statistics,2000-10-28,Karnataka
EMP02665,Jeet Dani,Statistical Officer (SO),State DES - Tamil Nadu,2,3.0,M.Sc. Statistics,2023-05-03,Bihar
EMP02666,Kabir Bhasin,Assistant Director,Data Informatics & Innovation Division (DIID),4,13.5,MBA,2013-09-19,Odisha
EMP02667,Jeet Sem,Director,State DES - Maharashtra,7,15.4,PhD Statistics,2011-02-06,Rajasthan
EMP02668,Vyanjana Dani,Additional Director General,State DES - Karnataka,8,20.8,M.Sc. Mathematics,2006-08-21,Bihar
EMP02669,Daniel Mukhopadhyay,Junior Statistical Officer (JSO),Social Statistics Division (SSD),1,2.8,PhD Statistics,2024-07-12,Chhattisgarh
EMP02670,Zaitra Seshadri,Assistant Director,State DES - Tamil Nadu,4,15.4,M.Tech Computer Science,2011-02-20,Rajasthan
EMP02671,Nikita Tella,Director,Price Statistics Division (PSD),7,18.9,B.Sc. Statistics,2008-11-24,Jharkhand
EMP02672,Yatin Dhar,Joint Director,National Sample Survey Office (NSSO),6,14.2,M.Sc. Mathematics,2012-03-04,Maharashtra
EMP02673,Vinaya Bains,Joint Director,Social Statistics Division (SSD),6,22.1,PhD Statistics,2004-05-10,Andhra Pradesh
EMP02674,Aadi Tella,Additional Director General,Economic Census Division (ECD),8,27.6,PhD Statistics,1999-12-02,West Bengal
EMP02675,Krish Bhatt,Director,State DES - Uttar Pradesh,7,26.6,MBA,2000-05-18,Punjab
EMP02676,Varsha Bali,Director,Economic Census Division (ECD),7,21.0,PhD Statistics,2005-08-10,Uttarakhand
EMP02677,Bimala Samra,Director,Data Informatics & Innovation Division (DIID),7,24.8,M.A. Economics,2002-12-02,Madhya Pradesh
EMP02678,Gaurika Tripathi,Joint Director,Data Informatics & Innovation Division (DIID),6,12.4,M.Sc. Data Science,2014-06-23,Telangana
EMP02679,Yashvi Dasgupta,Assistant Director,State DES - Bihar,4,6.4,MBA,2020-10-14,Kerala
EMP02680,Bahadurjit Shroff,Additional Director General,National Sample Survey Office (NSSO),8,23.3,M.A. Economics,2003-10-23,Bihar
EMP02681,Daniel Chacko,Joint Director,State DES - Bihar,6,14.5,M.A. Economics,2012-08-24,Uttarakhand
EMP02682,Krish Shroff,Joint Director,National Accounts Division (NAD),6,16.2,M.Sc. Mathematics,2010-07-22,Odisha
EMP02683,Viraj De,Deputy Director,National Sample Survey Office (NSSO),5,11.3,M.A. Economics,2015-05-17,Himachal Pradesh
EMP02684,Bahadurjit Tripathi,Director General,Social Statistics Division (SSD),9,32.1,MBA,1994-05-14,Telangana
EMP02685,Varsha De,Assistant Director,Social Statistics Division (SSD),4,9.0,M.Tech Computer Science,2017-12-08,Punjab
EMP02686,Anvi Talwar,Deputy Director,Economic Census Division (ECD),5,16.9,M.Sc. Statistics,2010-10-20,Andhra Pradesh
EMP02687,Vinaya Singh,Assistant Director,Economic Census Division (ECD),4,14.3,M.Tech Computer Science,2012-08-10,Uttarakhand
EMP02688,Yashvi Bhasin,Deputy Director,Economic Census Division (ECD),5,17.8,B.Sc. Statistics,2009-11-27,Jharkhand
EMP02689,Varsha Khare,Director General,Price Statistics Division (PSD),9,24.1,B.Sc. Statistics,2002-06-17,Uttarakhand
EMP02690,Yash Bhatt,Additional Director General,Price Statistics Division (PSD),8,26.7,M.Tech Computer Science,2000-04-06,Tamil Nadu
EMP02691,Anya Nath,Additional Director General,State DES - Bihar,8,19.5,M.Sc. Mathematics,2007-08-25,Tamil Nadu
EMP02692,Mitali Dasgupta,Joint Director,State DES - Maharashtra,6,15.6,M.A. Economics,2011-05-21,Rajasthan
EMP02693,Leela Gill,Director,State DES - Uttar Pradesh,7,19.4,M.Sc. Mathematics,2007-01-08,Bihar
EMP02694,Krish Nazareth,Deputy Director,Data Informatics & Innovation Division (DIID),5,11.8,M.Tech Computer Science,2015-02-05,Andhra Pradesh
EMP02695,Lakshit Murthy,Assistant Director,Central Statistics Office (CSO),4,11.7,M.Sc. Mathematics,2015-02-05,Telangana
EMP02696,Timothy Joshi,Assistant Director,State DES - Uttar Pradesh,4,13.3,M.A. Economics,2013-06-17,Andhra Pradesh
EMP02697,Leela Dubey,Director,State DES - Karnataka,7,17.3,M.A. Economics,2009-01-18,Assam
EMP02698,Vyanjana Lata,Statistical Officer (SO),State DES - Karnataka,2,8.5,M.Sc. Data Science,2018-05-23,Karnataka
EMP02699,Siya Taneja,Deputy Director,State DES - Bihar,5,10.9,M.A. Economics,2016-07-08,Andhra Pradesh
EMP02700,Nikita Bains,Assistant Director,State DES - Maharashtra,4,15.3,M.A. Economics,2011-04-10,Maharashtra
EMP02701,Bimala Shroff,Assistant Director,National Accounts Division (NAD),4,14.3,M.Sc. Mathematics,2012-04-07,Maharashtra
EMP02702,Anvi Sem,Deputy Director,Data Informatics & Innovation Division (DIID),5,10.8,M.Sc. Data Science,2016-01-10,Tamil Nadu
EMP02703,Yashvi Chaudhuri,Additional Director General,Data Informatics & Innovation Division (DIID),8,26.6,MBA,2000-01-02,Chhattisgarh
EMP02704,Harini Gill,Joint Director,National Accounts Division (NAD),6,20.5,M.Tech Computer Science,2006-10-02,Andhra Pradesh
EMP02705,Harsh Basak,Statistical Officer (SO),State DES - Uttar Pradesh,2,6.5,PhD Statistics,2020-02-15,Punjab
EMP02706,Gaurika Mody,Junior Statistical Officer (JSO),Social Statistics Division (SSD),1,2.2,B.Sc. Statistics,2024-04-18,Bihar
EMP02707,Yatin Gill,Joint Director,National Accounts Division (NAD),6,23.4,M.Sc. Mathematics,2003-10-09,Chhattisgarh
EMP02708,Vyanjana Dara,Joint Director,Social Statistics Division (SSD),6,14.2,M.Sc. Mathematics,2012-04-05,Rajasthan
EMP02709,Gunbir Balasubramanian,Assistant Director,Central Statistics Office (CSO),4,6.1,M.Sc. Mathematics,2020-07-19,Haryana
EMP02710,Anya Rai,Assistant Director,Price Statistics Division (PSD),4,14.8,B.Sc. Statistics,2012-04-09,Gujarat
EMP02711,Yash Sem,Additional Director General,State DES - Bihar,8,18.8,M.Sc. Statistics,2008-08-12,Madhya Pradesh
EMP02712,Libni Seth,Junior Statistical Officer (JSO),Data Informatics & Innovation Division (DIID),1,2.8,M.Sc. Mathematics,2024-10-20,Assam
EMP02713,Neelima Bali,Joint Director,State DES - Bihar,6,15.0,B.Sc. Statistics,2011-05-21,Uttar Pradesh
EMP02714,Siya Rai,Junior Statistical Officer (JSO),National Accounts Division (NAD),1,1.3,M.Sc. Data Science,2025-09-25,Uttarakhand
EMP02715,Gaurika Seth,Additional Director General,Central Statistics Office (CSO),8,20.0,M.Sc. Data Science,2006-12-26,Kerala
EMP02716,Maanas Nazareth,Senior Statistical Officer (SSO),State DES - Uttar Pradesh,3,9.4,M.Sc. Statistics,2017-12-26,Uttarakhand
EMP02717,Aarush Mani,Junior Statistical Officer (JSO),State DES - Bihar,1,1.4,M.Sc. Mathematics,2025-11-26,Uttar Pradesh
EMP02718,Maanas Chhabra,Junior Statistical Officer (JSO),Central Statistics Office (CSO),1,4.5,PhD Statistics,2022-05-22,Madhya Pradesh
EMP02719,Bimala Rao,Additional Director General,National Sample Survey Office (NSSO),8,26.8,PhD Statistics,2000-06-27,Assam
EMP02720,Gaurika Shukla,Statistical Officer (SO),State DES - Karnataka,2,6.4,M.Sc. Mathematics,2020-01-13,Kerala
EMP02721,Siya Tella,Director General,State DES - Uttar Pradesh,9,24.7,M.Sc. Mathematics,2002-11-05,Assam
EMP02722,Hitesh Chaudhary,Statistical Officer (SO),Social Statistics Division (SSD),2,3.3,B.Sc. Statistics,2023-12-11,Uttarakhand
EMP02723,Daniel Dara,Director General,Economic Census Division (ECD),9,25.4,M.Sc. Mathematics,2001-08-08,Gujarat
EMP02724,Dev Mody,Additional Director General,National Sample Survey Office (NSSO),8,24.9,M.Sc. Mathematics,2002-03-03,Tamil Nadu
EMP02725,Nikita Ahluwalia,Statistical Officer (SO),State DES - Maharashtra,2,5.7,B.Sc. Statistics,2021-12-12,Gujarat
EMP02726,Mohammed Taneja,Director,State DES - Bihar,7,24.7,B.Sc. Statistics,2002-08-28,Karnataka
EMP02727,Charan Tiwari,Additional Director General,Central Statistics Office (CSO),8,21.5,M.Sc. Data Science,2005-03-12,Himachal Pradesh
EMP02728,Anya Dhar,Deputy Director,National Accounts Division (NAD),5,15.9,M.A. Economics,2011-08-04,Tamil Nadu
EMP02729,Darsh Shroff,Senior Statistical Officer (SSO),Data Informatics & Innovation Division (DIID),3,13.1,M.Tech Computer Science,2013-04-18,Gujarat
EMP02730,Mitali Shroff,Senior Statistical Officer (SSO),Economic Census Division (ECD),3,4.2,M.Sc. Mathematics,2022-02-13,Bihar
EMP02731,Darsh Kaur,Joint Director,Economic Census Division (ECD),6,20.2,MBA,2006-04-24,Rajasthan
EMP02732,Utkarsh Nath,Director General,Price Statistics Division (PSD),9,31.8,M.Tech Computer Science,1995-05-15,Punjab
EMP02733,Bimala Kapoor,Junior Statistical Officer (JSO),State DES - Maharashtra,1,2.2,PhD Statistics,2024-10-19,Jharkhand
EMP02734,Libni Gupta,Junior Statistical Officer (JSO),Central Statistics Office (CSO),1,2.1,M.Sc. Mathematics,2024-06-20,West Bengal
EMP02735,Vedhika Kaur,Director General,National Sample Survey Office (NSSO),9,30.2,M.A. Economics,1996-11-15,Rajasthan
EMP02736,Falak Borra,Senior Statistical Officer (SSO),State DES - Tamil Nadu,3,8.0,M.Sc. Data Science,2018-10-24,Uttar Pradesh
EMP02737,Eshana Shukla,Assistant Director,State DES - Uttar Pradesh,4,8.7,PhD Statistics,2018-06-26,Assam
EMP02738,Joshua Luthra,Joint Director,Central Statistics Office (CSO),6,18.8,MBA,2008-07-12,Karnataka
EMP02739,Rushil Samra,Senior Statistical Officer (SSO),National Accounts Division (NAD),3,12.1,B.Sc. Statistics,2014-10-24,Telangana
EMP02740,Libni Luthra,Senior Statistical Officer (SSO),National Sample Survey Office (NSSO),3,9.9,M.Sc. Statistics,2017-07-07,Haryana
EMP02741,Mitali Balasubramanian,Joint Director,State DES - Tamil Nadu,6,15.8,MBA,2011-07-08,Gujarat
EMP02742,Mitali Chaudhuri,Senior Statistical Officer (SSO),National Accounts Division (NAD),3,10.5,M.Tech Computer Science,2016-01-14,Uttar Pradesh
EMP02743,Daniel Bains,Joint Director,State DES - Karnataka,6,20.0,B.Sc. Statistics,2006-06-04,Chhattisgarh
EMP02744,Kabir Rai,Statistical Officer (SO),State DES - Maharashtra,2,3.6,B.Sc. Statistics,2023-05-19,Maharashtra
EMP02745,Rushil Tripathi,Assistant Director,National Accounts Division (NAD),4,13.0,M.Sc. Statistics,2013-03-28,Karnataka
EMP02746,Harsh Goswami,Senior Statistical Officer (SSO),Social Statistics Division (SSD),3,11.8,M.Tech Computer Science,2015-11-04,Jharkhand
EMP02747,Leela Kant,Director General,Data Informatics & Innovation Division (DIID),9,23.8,MBA,2003-08-13,Chhattisgarh
EMP02748,Anvi Kapoor,Junior Statistical Officer (JSO),State DES - Karnataka,1,1.4,M.Sc. Statistics,2025-06-09,Jharkhand
EMP02749,Harini Rao,Junior Statistical Officer (JSO),Economic Census Division (ECD),1,2.6,M.Sc. Mathematics,2024-01-26,West Bengal
EMP02750,Daniel Shroff,Director General,State DES - Uttar Pradesh,9,33.0,PhD Statistics,1993-08-08,Jharkhand
EMP02751,Hiral Bhatti,Director General,State DES - Bihar,9,25.9,MBA,2001-05-28,Andhra Pradesh
EMP02752,Krishna Mital,Deputy Director,National Sample Survey Office (NSSO),5,16.8,MBA,2010-04-10,Bihar
EMP02753,Varsha Shroff,Statistical Officer (SO),State DES - Bihar,2,6.3,MBA,2020-03-03,Bihar
EMP02754,Kabir Shroff,Junior Statistical Officer (JSO),National Sample Survey Office (NSSO),1,2.2,B.Sc. Statistics,2024-03-20,Punjab
EMP02755,Gaurika Rao,Assistant Director,National Sample Survey Office (NSSO),4,14.0,M.Tech Computer Science,2012-09-19,Assam
EMP02756,Timothy Tiwari,Statistical Officer (SO),State DES - Karnataka,2,2.6,PhD Statistics,2024-07-19,Bihar
EMP02757,Bahadurjit Dubey,Deputy Director,State DES - Maharashtra,5,14.8,M.Sc. Statistics,2012-09-23,Uttar Pradesh
EMP02758,Kabir Joshi,Director General,Price Statistics Division (PSD),9,22.2,MBA,2004-07-01,Madhya Pradesh
EMP02759,Utkarsh Khare,Senior Statistical Officer (SSO),Central Statistics Office (CSO),3,11.1,B.Sc. Statistics,2015-04-24,Telangana
EMP02760,Joshua Rao,Joint Director,Data Informatics & Innovation Division (DIID),6,14.3,M.Sc. Data Science,2012-01-11,Tamil Nadu
EMP02761,Dev Nazareth,Joint Director,Economic Census Division (ECD),6,21.7,M.Sc. Data Science,2005-04-18,Jharkhand
EMP02762,Leela Nath,Joint Director,National Accounts Division (NAD),6,18.6,MBA,2008-03-22,Himachal Pradesh
EMP02763,Timothy Bhasin,Junior Statistical Officer (JSO),Data Informatics & Innovation Division (DIID),1,1.2,MBA,2025-08-25,Uttar Pradesh
EMP02764,Vyanjana Singh,Assistant Director,State DES - Maharashtra,4,7.8,M.Sc. Data Science,2019-10-13,Jharkhand
EMP02765,Vedhika Gill,Assistant Director,State DES - Uttar Pradesh,4,8.1,MBA,2018-09-11,Karnataka
EMP02766,Dev Joshi,Director General,Data Informatics & Innovation Division (DIID),9,33.0,M.Sc. Mathematics,1993-08-04,Andhra Pradesh
EMP02767,Zaitra De,Director General,National Sample Survey Office (NSSO),9,25.7,B.Sc. Statistics,2001-04-05,Karnataka
EMP02768,Varsha Chaudhary,Senior Statistical Officer (SSO),Price Statistics Division (PSD),3,6.0,M.Sc. Mathematics,2020-11-18,Tamil Nadu
EMP02769,Tejas Chaudhary,Assistant Director,National Accounts Division (NAD),4,9.5,PhD Statistics,2017-12-28,Himachal Pradesh
EMP02770,Anjali Gola,Additional Director General,State DES - Bihar,8,21.9,B.Sc. Statistics,2005-08-16,Andhra Pradesh
EMP02771,Daniel Goswami,Junior Statistical Officer (JSO),State DES - Tamil Nadu,1,2.7,M.A. Economics,2024-03-01,Uttarakhand
EMP02772,Dev Kapoor,Director General,State DES - Tamil Nadu,9,28.3,M.Tech Computer Science,1998-02-20,Gujarat
EMP02773,Maanas Sem,Additional Director General,National Sample Survey Office (NSSO),8,29.5,PhD Statistics,1997-12-04,Jharkhand
EMP02774,Neelima Dhar,Director,State DES - Maharashtra,7,22.0,M.Sc. Data Science,2004-12-10,Chhattisgarh
EMP02775,Neelima Chaudhuri,Additional Director General,State DES - Tamil Nadu,8,20.1,B.Sc. Statistics,2006-12-13,Bihar
EMP02776,Daniel Kant,Director,National Accounts Division (NAD),7,21.4,M.A. Economics,2005-02-05,Uttarakhand
EMP02777,Eshana Prabhu,Assistant Director,State DES - Maharashtra,4,9.1,M.Sc. Mathematics,2017-06-08,Haryana
EMP02778,Amaira Krishnan,Director,Central Statistics Office (CSO),7,22.5,PhD Statistics,2004-03-19,Punjab
EMP02779,Imaran Dubey,Junior Statistical Officer (JSO),State DES - Tamil Nadu,1,2.8,PhD Statistics,2024-10-14,Bihar
EMP02780,Vyanjana Dhar,Deputy Director,State DES - Uttar Pradesh,5,9.6,MBA,2017-01-18,Assam
EMP02781,Krish Taneja,Additional Director General,State DES - Tamil Nadu,8,21.7,PhD Statistics,2005-09-12,Kerala
EMP02782,Vedhika Murthy,Deputy Director,National Sample Survey Office (NSSO),5,13.1,M.Sc. Data Science,2013-09-28,Himachal Pradesh
EMP02783,Anvi Joshi,Director,Economic Census Division (ECD),7,20.5,PhD Statistics,2006-11-11,Jharkhand
EMP02784,Viraj Dara,Director General,National Sample Survey Office (NSSO),9,31.7,MBA,1995-10-18,Punjab
EMP02785,Amaira Borra,Deputy Director,State DES - Karnataka,5,12.2,M.Sc. Mathematics,2014-07-01,Jharkhand
EMP02786,Eshana Luthra,Statistical Officer (SO),Central Statistics Office (CSO),2,7.8,M.Sc. Mathematics,2019-03-15,Andhra Pradesh
EMP02787,Mitali Dara,Director,State DES - Karnataka,7,18.5,B.Sc. Statistics,2008-09-06,West Bengal
EMP02788,Parth Rao,Deputy Director,National Sample Survey Office (NSSO),5,12.6,M.Sc. Data Science,2014-09-18,West Bengal
EMP02789,Aadi Taneja,Assistant Director,Central Statistics Office (CSO),4,14.7,M.A. Economics,2012-05-22,Assam
EMP02790,Jagvi Rao,Director General,State DES - Karnataka,9,24.8,PhD Statistics,2002-12-04,Kerala
EMP02791,Harini Sidhu,Director,Price Statistics Division (PSD),7,26.8,B.Sc. Statistics,2000-08-26,Bihar
EMP02792,Siya Nath,Junior Statistical Officer (JSO),Central Statistics Office (CSO),1,1.0,M.A. Economics,2025-11-13,Andhra Pradesh
EMP02793,Anya Dhar,Joint Director,Central Statistics Office (CSO),6,19.7,M.A. Economics,2007-05-04,Andhra Pradesh
EMP02794,Harini Borra,Assistant Director,State DES - Maharashtra,4,14.3,M.Tech Computer Science,2012-08-19,Madhya Pradesh
EMP02795,Charan Chaudhary,Additional Director General,Central Statistics Office (CSO),8,29.0,M.Sc. Statistics,1997-08-06,Jharkhand
EMP02796,Yash Basak,Junior Statistical Officer (JSO),State DES - Tamil Nadu,1,1.1,M.Sc. Data Science,2025-06-23,Madhya Pradesh
EMP02797,Eta Ahluwalia,Assistant Director,Economic Census Division (ECD),4,8.7,M.Tech Computer Science,2018-03-20,Kerala
EMP02798,Amaira Nazareth,Director,State DES - Tamil Nadu,7,20.8,M.A. Economics,2006-09-13,Madhya Pradesh
EMP02799,Jagvi Kant,Senior Statistical Officer (SSO),Central Statistics Office (CSO),3,7.0,MBA,2019-03-04,Bihar
EMP02800,Eshana Sidhu,Director,National Accounts Division (NAD),7,25.5,M.A. Economics,2001-03-06,Madhya Pradesh
EMP02801,Tejas Shroff,Statistical Officer (SO),Social Statistics Division (SSD),2,6.3,M.Sc. Data Science,2020-11-21,Rajasthan
EMP02802,Varsha Chhabra,Additional Director General,Economic Census Division (ECD),8,27.5,PhD Statistics,1999-08-13,Punjab
EMP02803,Anvi Rao,Deputy Director,Social Statistics Division (SSD),5,15.8,M.A. Economics,2011-04-20,Himachal Pradesh
EMP02804,Vyanjana Bhatti,Senior Statistical Officer (SSO),Price Statistics Division (PSD),3,5.0,M.Sc. Data Science,2021-01-16,Haryana
EMP02805,Hiral Samra,Senior Statistical Officer (SSO),State DES - Bihar,3,6.9,M.A. Economics,2020-02-06,Rajasthan
EMP02806,Mohammed Seshadri,Junior Statistical Officer (JSO),Price Statistics Division (PSD),1,1.0,MBA,2025-11-06,Bihar
EMP02807,Nikita Tiwari,Statistical Officer (SO),State DES - Uttar Pradesh,2,8.5,M.Sc. Data Science,2018-11-15,Bihar
EMP02808,Falak Luthra,Director,State DES - Maharashtra,7,24.3,M.Sc. Data Science,2002-06-18,Himachal Pradesh
EMP02809,Eshana Talwar,Joint Director,National Accounts Division (NAD),6,18.6,M.Sc. Mathematics,2008-11-10,Uttarakhand
EMP02810,Joshua Mukhopadhyay,Joint Director,Social Statistics Division (SSD),6,13.7,M.Sc. Statistics,2013-02-17,Andhra Pradesh
EMP02811,Eshana Dani,Joint Director,State DES - Uttar Pradesh,6,19.4,M.Sc. Statistics,2007-06-02,Maharashtra
EMP02812,Gunbir Tripathi,Junior Statistical Officer (JSO),State DES - Karnataka,1,2.5,M.Sc. Statistics,2024-08-15,Kerala
EMP02813,Anvi Krishnan,Additional Director General,Social Statistics Division (SSD),8,20.8,M.Sc. Data Science,2006-03-10,Telangana
EMP02814,Aahana Tiwari,Director General,State DES - Bihar,9,30.8,M.Tech Computer Science,1996-08-04,Tamil Nadu
EMP02815,Neelima Dhar,Deputy Director,State DES - Karnataka,5,16.0,PhD Statistics,2010-05-10,Rajasthan
EMP02816,Tejas Kapoor,Assistant Director,Price Statistics Division (PSD),4,6.4,PhD Statistics,2020-09-01,Jharkhand
EMP02817,Yashvi Mody,Statistical Officer (SO),Data Informatics & Innovation Division (DIID),2,5.7,M.Sc. Statistics,2021-12-07,Karnataka
EMP02818,Zaitra Seth,Director General,National Accounts Division (NAD),9,33.0,MBA,1993-09-16,Maharashtra
EMP02819,Manan Rao,Senior Statistical Officer (SSO),State DES - Maharashtra,3,12.1,M.Sc. Statistics,2014-03-16,Telangana
EMP02820,Rushil Dasgupta,Assistant Director,State DES - Maharashtra,4,6.1,MBA,2020-06-22,Uttar Pradesh
